tot_emp;h_mean;a_mean;sector
162780.0;;74610.0;Cross-industry
39350.0;;74180.0;Cross-industry
1125750.0;2465.0;51270.0;Cross-industry
36260.0;3109.0;64660.0;Cross-industry
36260.0;3109.0;64660.0;Cross-industry
308520.0;2564.0;53330.0;Cross-industry
308520.0;2564.0;53330.0;Cross-industry
481300.0;2160.0;44930.0;Cross-industry
481300.0;2160.0;44930.0;Cross-industry
174660.0;2297.0;47780.0;Cross-industry
174660.0;2297.0;47780.0;Cross-industry
125010.0;;71610.0;Cross-industry
125010.0;;71610.0;Cross-industry
238010.0;2895.0;60220.0;Cross-industry
32400.0;3024.0;62900.0;Cross-industry
7050.0;3251.0;67620.0;Cross-industry
12280.0;3368.0;70060.0;Cross-industry
13070.0;2578.0;53630.0;Cross-industry
131830.0;3326.0;69180.0;Cross-industry
131830.0;3326.0;69180.0;Cross-industry
73770.0;2070.0;43050.0;Cross-industry
73770.0;2070.0;43050.0;Cross-industry
1866060.0;;42980.0;Cross-industry
10260.0;2907.0;60470.0;Cross-industry
10260.0;2907.0;60470.0;Cross-industry
210850.0;3731.0;77600.0;Cross-industry
210850.0;3731.0;77600.0;Cross-industry
1530310.0;;37140.0;Cross-industry
155010.0;;47560.0;Cross-industry
1375300.0;;35960.0;Cross-industry
114640.0;2678.0;55700.0;Cross-industry
114640.0;2678.0;55700.0;Cross-industry
2098690.0;3704.0;77040.0;Cross-industry
681550.0;3256.0;67730.0;Cross-industry
93390.0;5325.0;110770.0;Cross-industry
50370.0;6159.0;128100.0;Cross-industry
4370.0;2180.0;45340.0;Cross-industry
10000.0;3676.0;76450.0;Cross-industry
21280.0;5294.0;110110.0;Cross-industry
7370.0;3822.0;79490.0;Cross-industry
588160.0;2928.0;60890.0;Cross-industry
30250.0;4231.0;88000.0;Cross-industry
20910.0;5886.0;122430.0;Cross-industry
40160.0;1813.0;37700.0;Cross-industry
214260.0;3298.0;68610.0;Cross-industry
69580.0;3434.0;71430.0;Cross-industry
192480.0;1949.0;40540.0;Cross-industry
10850.0;3771.0;78450.0;Cross-industry
9680.0;3750.0;78000.0;Cross-industry
550830.0;4121.0;85710.0;Cross-industry
184070.0;5272.0;109660.0;Cross-industry
38800.0;4440.0;;Cross-industry
145270.0;5494.0;114280.0;Cross-industry
280390.0;;68880.0;Cross-industry
14370.0;;259750.0;Cross-industry
250940.0;;58910.0;Cross-industry
15080.0;;52800.0;Cross-industry
12490.0;3016.0;62740.0;Cross-industry
9060.0;3030.0;;Cross-industry
3430.0;2982.0;62020.0;Cross-industry
50680.0;5157.0;;Cross-industry
12330.0;4050.0;84230.0;Cross-industry
38350.0;5513.0;;Cross-industry
23210.0;3098.0;;Cross-industry
8170.0;3325.0;;Cross-industry
15040.0;2974.0;;Cross-industry
634400.0;3992.0;83030.0;Cross-industry
23880.0;3852.0;80110.0;Cross-industry
23880.0;3852.0;80110.0;Cross-industry
41550.0;5098.0;106030.0;Cross-industry
41550.0;5098.0;106030.0;Cross-industry
280590.0;3861.0;80310.0;Cross-industry
280590.0;3861.0;80310.0;Cross-industry
198810.0;4210.0;87570.0;Cross-industry
95480.0;4120.0;85700.0;Cross-industry
55530.0;4439.0;92330.0;Cross-industry
47800.0;4124.0;85780.0;Cross-industry
89580.0;3440.0;71560.0;Cross-industry
53360.0;3122.0;64950.0;Cross-industry
12630.0;3588.0;74630.0;Cross-industry
23590.0;4081.0;84870.0;Cross-industry
231910.0;3241.0;67410.0;Cross-industry
114340.0;3111.0;64710.0;Cross-industry
70080.0;2951.0;61370.0;Cross-industry
21080.0;3087.0;64220.0;Cross-industry
13050.0;3812.0;79280.0;Cross-industry
10130.0;3365.0;70000.0;Cross-industry
51230.0;2676.0;55650.0;Cross-industry
51230.0;2676.0;55650.0;Cross-industry
53330.0;3935.0;81850.0;Cross-industry
24460.0;3840.0;79870.0;Cross-industry
28860.0;4016.0;83530.0;Cross-industry
13020.0;3767.0;78350.0;Cross-industry
13020.0;3767.0;78350.0;Cross-industry
9592690.0;5059.0;105220.0;Cross-industry
6338160.0;6180.0;128550.0;Cross-industry
37630.0;4415.0;91830.0;Cross-industry
37630.0;4415.0;91830.0;Cross-industry
130620.0;9988.0;207750.0;Cross-industry
113490.0;9428.0;196100.0;Cross-industry
5330.0;17319.0;360240.0;Cross-industry
5150.0;12241.0;254620.0;Cross-industry
760.0;12436.0;258660.0;Cross-industry
5900.0;11852.0;246530.0;Cross-industry
76570.0;3595.0;74770.0;Cross-industry
76570.0;3595.0;74770.0;Cross-industry
41890.0;6776.0;140940.0;Cross-industry
41890.0;6776.0;140940.0;Cross-industry
328870.0;6597.0;137210.0;Cross-industry
328870.0;6597.0;137210.0;Cross-industry
155540.0;6582.0;136900.0;Cross-industry
155540.0;6582.0;136900.0;Cross-industry
9520.0;7883.0;163960.0;Cross-industry
9520.0;7883.0;163960.0;Cross-industry
777300.0;4578.0;95220.0;Cross-industry
152280.0;4723.0;98240.0;Cross-industry
248630.0;4923.0;102400.0;Cross-industry
18700.0;5328.0;110820.0;Cross-industry
15060.0;3142.0;65350.0;Cross-industry
136420.0;4051.0;84260.0;Cross-industry
178790.0;4608.0;95840.0;Cross-industry
8110.0;2866.0;59620.0;Cross-industry
19320.0;3548.0;73800.0;Cross-industry
80630.0;6744.0;140270.0;Cross-industry
80630.0;6744.0;140270.0;Cross-industry
3282010.0;4732.0;98430.0;Cross-industry
3282010.0;4732.0;98430.0;Cross-industry
50350.0;11139.0;231700.0;Cross-industry
50350.0;11139.0;231700.0;Cross-industry
8280.0;6159.0;128110.0;Cross-industry
8280.0;6159.0;128110.0;Cross-industry
307390.0;6346.0;132000.0;Cross-industry
307390.0;6346.0;132000.0;Cross-industry
14730.0;4583.0;95320.0;Cross-industry
14730.0;4583.0;95320.0;Cross-industry
727050.0;13092.0;272320.0;Cross-industry
41890.0;16185.0;336640.0;Cross-industry
18020.0;20793.0;432490.0;Cross-industry
10080.0;16722.0;347810.0;Cross-industry
33680.0;15419.0;320700.0;Cross-industry
107950.0;12347.0;256830.0;Cross-industry
66640.0;12631.0;262710.0;Cross-industry
7700.0;13765.0;286310.0;Cross-industry
19900.0;13516.0;281130.0;Cross-industry
42960.0;10689.0;222340.0;Cross-industry
11800.0;12789.0;266020.0;Cross-industry
24800.0;12939.0;269120.0;Cross-industry
26290.0;17299.0;359820.0;Cross-industry
315360.0;12186.0;253470.0;Cross-industry
51400.0;17056.0;354760.0;Cross-industry
12110.0;14495.0;301500.0;Cross-industry
14160.0;17551.0;365060.0;Cross-industry
1050.0;21674.0;450810.0;Cross-industry
24080.0;17850.0;371280.0;Cross-industry
258380.0;4707.0;97910.0;Cross-industry
8440.0;4315.0;89750.0;Cross-industry
219070.0;4514.0;93890.0;Cross-industry
30870.0;6186.0;128680.0;Cross-industry
3124620.0;2851.0;59310.0;Cross-industry
343040.0;3141.0;65320.0;Cross-industry
343040.0;3141.0;65320.0;Cross-industry
433560.0;4027.0;83760.0;Cross-industry
61180.0;3504.0;72890.0;Cross-industry
86460.0;4449.0;92550.0;Cross-industry
16960.0;4793.0;99690.0;Cross-industry
223460.0;3835.0;79760.0;Cross-industry
41530.0;4376.0;91020.0;Cross-industry
3970.0;6799.0;141420.0;Cross-industry
277520.0;2426.0;50460.0;Cross-industry
177980.0;2154.0;44790.0;Cross-industry
99530.0;2914.0;60610.0;Cross-industry
975890.0;2277.0;47370.0;Cross-industry
29950.0;1902.0;39560.0;Cross-industry
487920.0;2154.0;44800.0;Cross-industry
136300.0;2164.0;45000.0;Cross-industry
113890.0;3164.0;65810.0;Cross-industry
131320.0;2225.0;46280.0;Cross-industry
76520.0;2181.0;45360.0;Cross-industry
632430.0;3084.0;64150.0;Cross-industry
632430.0;3084.0;64150.0;Cross-industry
187910.0;2691.0;55970.0;Cross-industry
187910.0;2691.0;55970.0;Cross-industry
79690.0;2402.0;49970.0;Cross-industry
79690.0;2402.0;49970.0;Cross-industry
194570.0;2791.0;58050.0;Cross-industry
9930.0;3910.0;81330.0;Cross-industry
10580.0;3074.0;63930.0;Cross-industry
174060.0;2710.0;56370.0;Cross-industry
129910.0;3411.0;70950.0;Cross-industry
37620.0;3530.0;73410.0;Cross-industry
37620.0;3530.0;73410.0;Cross-industry
92290.0;3363.0;69940.0;Cross-industry
28950.0;;63960.0;Cross-industry
3510.0;4947.0;102890.0;Cross-industry
22860.0;3230.0;67190.0;Cross-industry
36970.0;3519.0;73200.0;Cross-industry
7448010.0;1906.0;39650.0;Cross-industry
5464490.0;1764.0;36690.0;Cross-industry
3988140.0;1682.0;34990.0;Cross-industry
3988140.0;1682.0;34990.0;Cross-industry
1476350.0;1985.0;41290.0;Cross-industry
1388430.0;1984.0;41270.0;Cross-industry
53020.0;1927.0;40070.0;Cross-industry
34900.0;2097.0;43610.0;Cross-industry
204940.0;2888.0;60070.0;Cross-industry
52910.0;3174.0;66020.0;Cross-industry
47910.0;3295.0;68540.0;Cross-industry
5000.0;2012.0;41850.0;Cross-industry
152020.0;2788.0;57990.0;Cross-industry
108010.0;3229.0;67160.0;Cross-industry
44010.0;1707.0;35510.0;Cross-industry
1778580.0;2230.0;46380.0;Cross-industry
96040.0;3050.0;63430.0;Cross-industry
96040.0;3050.0;63430.0;Cross-industry
1682540.0;2183.0;45410.0;Cross-industry
375430.0;2349.0;48860.0;Cross-industry
793460.0;2150.0;44720.0;Cross-industry
72760.0;2356.0;48990.0;Cross-industry
43070.0;1885.0;39210.0;Cross-industry
41100.0;1937.0;40290.0;Cross-industry
114190.0;1874.0;38990.0;Cross-industry
138880.0;2134.0;44390.0;Cross-industry
103650.0;2344.0;48760.0;Cross-industry
3654910.0;2933.0;61000.0;Cross-industry
390970.0;4477.0;93120.0;Cross-industry
206520.0;4979.0;103570.0;Cross-industry
53390.0;3955.0;82260.0;Cross-industry
153130.0;5336.0;110990.0;Cross-industry
93680.0;4665.0;97030.0;Cross-industry
93680.0;4665.0;97030.0;Cross-industry
90770.0;3140.0;65320.0;Cross-industry
